Hotel Name,Room Type,Single Bed,Double Bed,Price
Expressionz Professional Suites by MyKey Global,Deluxe Studio,Yes,Yes,"₹ 3,330"
Capital O 90841 New One Enigma Hotel,Standard Double Room,No,Yes,"₹ 1,227"
AXON Residence Kuala Lumpur,Queen Studio,No,Yes,"₹ 2,981"
Hotel Six Seasons @ Mid Valley,Superior Queen Room,No,Yes,"₹ 2,474"
SS Grey Hotel,Standard Double Room,No,Yes,"₹ 4,220"
Avaria Hotel KL,Standard Twin Room,Yes,No,"₹ 1,354"
Grand Hyatt Kuala Lumpur,King Room with Garden View,No,Yes,"₹ 14,320"
"Sun Inns Hotel Sentral, Brickfields",Deluxe No Window,No,Yes,"₹ 1,276"
Scarletz KLCC By Starwood Lux,Superior Studio,No,Yes,"₹ 4,382"
Corus Hotel Kuala Lumpur,Deluxe King Room,No,Yes,"₹ 4,090"
Scarletz Suites KLCC by Mana-Mana,Deluxe Queen Studio,No,Yes,"₹ 2,477"
Ceylonz KLCC by Perfect Host,Executive Japanese Muji Twin,Yes,No,"₹ 3,238"
Scarletz KLCC Apartments by soulasia,Studio with Sofa Bed,No,Yes,"₹ 4,791"
The Ooak Suites Kiara 163 by Five Senses,Presidential Suite,No,Yes,"₹ 4,908"
Hotel Capitol Kuala Lumpur,Superior Twin Room,Yes,No,"₹ 3,428"
Sunway Putra Hotel Kuala Lumpur,Superior Double or Twin Room,No,No,"₹ 5,190"
SCC Velodrome KL,Superior Double or Twin Room,Yes,No,₹ 983
Silka Cheras Kuala Lumpur,Superior Room,No,No,"₹ 2,402"
Axon Apartment Bukit Bintang,One-Bedroom Apartment,No,Yes,"₹ 3,372"
188 suites Fraser Residence,Studio with Balcony,No,Yes,"₹ 4,426"
Swing & Pillows - Sungai Wang Hotel Bukit Bintang,Standard Twin Room,Yes,No,"₹ 2,037"
Soho Suites KLCC @ Grand Suites KL,Two-Bedroom Apartment,No,Yes,"₹ 5,363"
Bpod at Setapak KL,Standard Double Room,No,Yes,"₹ 1,866"
Maison Boutique Theme Hotel @ Bukit Bintang City Centre,Superior Room,No,Yes,"₹ 2,343"
Regalia Upper View Hotel,Lanai King Ground Floor,No,Yes,"₹ 1,985"
Scarletz KLCC By Starwood Lux,Superior Studio,No,Yes,"₹ 4,382"
VHOTEL,Double or Twin Room,Yes,No,"₹ 2,170"
B Lot Hotel,Deluxe Queen No Window,No,Yes,"₹ 2,013"
Amari Kuala Lumpur,Superior Queen Room,No,Yes,"₹ 6,717"
Expressionz Professional Suites by Autumn Suites Premium Stay,Studio with Pool View,No,Yes,"₹ 1,623"
Novotel Kuala Lumpur City Centre,Premier King Room,No,Yes,"₹ 13,747"
Axon Luxury Suites KL,Queen Studio,No,Yes,"₹ 3,308"
SCC Hotel,Standard Queen Room,No,Yes,₹ 949
Eaton Suites KLCC By Fortune,Standard Suite,No,Yes,"₹ 5,239"
JD SUITES AXON BUKIT BINTANG,Superior Studio,No,Yes,"₹ 5,311"
Dorsett Hartamas Kuala Lumpur,Superior Room,Yes,No,"₹ 3,063"
Pullman Kuala Lumpur City Centre Hotel & Residences,Deluxe King Room,No,Yes,"₹ 8,264"
Crystal Crown Hotel Kuala Lumpur,Superior King Room,No,Yes,"₹ 3,418"
Hotel Royal Kuala Lumpur,Deluxe Double or Twin Room,Yes,Yes,"₹ 4,338"
Cardogan Hotel,Deluxe Double Room,No,Yes,"₹ 2,564"
Urban Living Residence,Standard Queen Room,No,Yes,"₹ 1,947"
Verdant Hill Hotel Kuala Lumpur,Superior Queen Room,No,Yes,"₹ 3,359"
"The Ritz-Carlton, Kuala Lumpur",Junior Suite,No,Yes,"₹ 18,442"
PARKROYAL Serviced Suites Kuala Lumpur,Studio Suite King,No,Yes,"₹ 7,186"
Scarletz Suites KLCC by Mana-Mana,Deluxe Queen Studio,No,Yes,"₹ 2,477"
Bpod at Jalan Tuanku Abdul Rahman,Standard Twin Room,Yes,No,"₹ 1,493"
Sun Inns Hotel Kepong near Hospital Sungai Buloh,Standard Queen Room,No,Yes,"₹ 1,512"
Sun Inns Hotel Batu Caves,Double Room,No,Yes,"₹ 1,200"
The Mesui Hotel Bukit Bintang,Premier Loft Room,No,Yes,"₹ 3,227"
InnB Park Hotel,Superior Twin Room with City View,Yes,No,"₹ 2,928"
Ceylonz KLCC by Perfect Host,Executive Japanese Muji Twin,Yes,No,"₹ 3,238"
Scott Hotel KL Sentral,Superior Queen No Window,No,Yes,"₹ 2,272"
Domitys Bangsar Kuala Lumpur,One-Bedroom Apartment,No,Yes,"₹ 3,977"
Cosmo Hotel Kuala Lumpur,Cosmo Room King,No,Yes,"₹ 2,718"
Ceylonz KLCC by Gsuites,Double Room with Extra Bed,No,Yes,"₹ 3,449"
Soho Suites KLCC by B&B,Two-Bedroom Apartment,No,Yes,"₹ 5,923"
The Grand Campbell Hotel Kuala Lumpur,Executive King Room,No,Yes,"₹ 3,798"
E&O Residences Kuala Lumpur,One Bedroom King,No,Yes,"₹ 7,679"
Travelodge Bukit Bintang,Superior Double Room,No,Yes,"₹ 3,067"
Royce Hotel Kuala Lumpur Sentral,Superior King,No,Yes,"₹ 1,217"
Sunway Velocity Hotel Kuala Lumpur,Superior King Room,No,Yes,"₹ 4,923"
Akar Hotel Kampung Baru,Superior King Room,No,Yes,"₹ 1,801"
Travelodge Chinatown Kuala Lumpur,Superior Double Room,No,Yes,"₹ 3,494"
Hotel Sentral KL @ KL Sentral Station,Express Double or Twin Room (No Window),Yes,Yes,"₹ 1,973"
Taragon Residences,Studio Apartment,No,Yes,"₹ 2,191"
Arte Mont Kiara,Two-Bedroom Apartment,Yes,Yes,"₹ 4,738"
Axon Service Suite At Bukit Bintang,One-Bedroom Apartment,No,Yes,"₹ 6,891"
Ibis Styles Kuala Lumpur Fraser Business Park,Standard Queen Room,No,Yes,"₹ 2,406"
Melange Boutique Hotel Bukit Bintang,Deluxe Queen Room,No,Yes,"₹ 2,207"
Scarletz KLCC Apartments by soulasia,Studio with Sofa Bed,No,Yes,"₹ 4,791"
Hotel 99 Kuala Lumpur City,Superior Queen Room (Without Window),No,Yes,"₹ 1,784"
EkoCheras Suite by MOKA,Studio,Yes,No,"₹ 3,035"
Opus Bukit Bintang,Superior Suite,Yes,No,"₹ 6,086"
Changkat Inn Hotel,Standard Queen Room,No,Yes,"₹ 1,875"
Grand Millennium Kuala Lumpur,Deluxe Room with One King Bed,No,Yes,"₹ 5,832"
The Ooak Suites Kiara 163 by Five Senses,Presidential Suite,No,Yes,"₹ 4,908"
Safari Hotel,Double Room,No,Yes,"₹ 1,113"
OYO 89576 Mokka Hotel,Standard Twin Room,Yes,No,"₹ 2,600"
Hyatt Place Kuala Lumpur Bukit Jalil,King Room,No,Yes,"₹ 5,624"
"The Colony & Luxe, KLCC by Five Senses",Studio Suites,No,Yes,"₹ 2,454"
Sky Hotel @ Pudu,Deluxe Queen Room,No,Yes,"₹ 1,474"
Dorsett Kuala Lumpur,Dorsett Room,No,No,"₹ 5,842"
Societe Suites,Deluxe King Studio,No,Yes,"₹ 5,155"
OYO 90780 J Hotel Bukit Bintang,Deluxe Queen Room,No,Yes,"₹ 1,215"
Stay @ NOVO Ampang,Deluxe Queen Studio,No,Yes,"₹ 4,674"
Suwara Hotel Kepong KL,Standard Double Room,No,Yes,"₹ 1,432"
Hotel Transit Kuala Lumpur,Superior Queen Room,No,Yes,"₹ 2,414"
M Design Hotel @ Taman Pertama,Queen Room,No,Yes,"₹ 1,899"
Concorde Hotel Kuala Lumpur,Superior Double or Twin Room,Yes,Yes,"₹ 4,899"
UTM Hotel & Residence,Studio,Yes,No,"₹ 3,124"
Cititel Mid Valley,Superior Twin Room,Yes,No,"₹ 4,452"
Pan Pacific Serviced Suites Kuala Lumpur,One Bedroom Suite,No,Yes,"₹ 9,828"
Platinum Suites KLCC by Luxurinn Bukit Bintang,One-Bedroom Apartment,No,Yes,"₹ 3,109"
Prescott Hotel Kuala Lumpur Medan Tuanku,Superior Twin Room,Yes,No,"₹ 4,284"
Soho Suites KLCC @ Grand Suites KL,Two-Bedroom Apartment,No,Yes,"₹ 5,363"
T Hotel Jalan Tar,Superior Family Room,Yes,Yes,"₹ 2,656"
Seeds Hotel Chow Kit,Double Room,No,Yes,"₹ 1,377"
ESQ Shamelin Hotel,Deluxe Double Room,No,Yes,"₹ 2,580"
ONE ENIGMA HOTEL,Double Room,Yes,Yes,"₹ 2,604"
City Comfort Hotel Kuala Lumpur City Center (Bukit Bintang),Standard King Windowless,No,Yes,"₹ 2,282"
Regalia Upper View Hotel,Lanai King Ground Floor,No,Yes,"₹ 1,985"
Lucentia Residences BBCC at Lalaport Kuala Lumpur by Veedu Hauz,One-Bedroom Apartment,No,Yes,"₹ 3,226"
Hotel 28 Titiwangsa,Superior Queen Room,No,Yes,"₹ 1,184"
Floresta Hotel Chinatown,Superior Queen Room,No,Yes,"₹ 2,066"
Scarletz Suites KLCC by De Harlequins Guesthouse,Standard Suite,No,Yes,"₹ 1,696"
Studio with balcony,Suite,No,Yes,"₹ 2,337"
Millerz Square by Mykey Global,1 Bedroom Suites,No,Yes,"₹ 2,793"
Hotel Olympic Malaysia Kuala Lumpur,Superior Queen Room,No,Yes,"₹ 2,066"
Royale Chulan Kuala Lumpur,Studio Apartment,No,No,"₹ 5,453"
The Westin Kuala Lumpur,Deluxe King Room,No,Yes,"₹ 7,637"
masroom Hotel Kuala Lumpur,Superior Queen Room,No,Yes,"₹ 1,049"
The Quay Hotel Bukit Bintang,Double Room,No,Yes,"₹ 1,611"
Quill Suites KLCC,Deluxe King Suite,No,Yes,"₹ 6,233"
KL CITY CENTER,One-Bedroom Apartment,No,Yes,"₹ 5,164"
Hotel S Damansara,Superior Twin Room,Yes,No,"₹ 2,016"
Zecon Hotel HPKK,Studio,No,Yes,"₹ 3,471"
Sunway Pyramid Hotel,Deluxe Double or Twin Room,Yes,Yes,"₹ 8,019"
"Berjaya Times Square Hotel, Kuala Lumpur",Superior Room,No,No,"₹ 6,208"
M Design Hotel @ Pandan Indah,Standard Double Room,No,Yes,"₹ 1,899"
Expressionz Professional Suites by Autumn Suites Premium Stay,Studio with Pool View,No,Yes,"₹ 1,623"
SPOT ON 90139 Hotel Galaxy,Standard Double Room,No,Yes,₹ 695
"Mandarin Oriental, Kuala Lumpur",Deluxe King Room with City View,No,Yes,"₹ 14,059"
Hotel Grand Continental Kuala Lumpur,Premium Double or Twin Room,Yes,Yes,"₹ 3,471"
The Luxe By Infinitum by QC,Deluxe Double Room (1 adult + 1 child),No,Yes,"₹ 1,947"
"Leo Palace New Wing, WTC Kuala Lumpur",Standard Double With No View,No,Yes,"₹ 1,704"
Domitys Bangsar Kuala Lumpur,One-Bedroom Apartment,No,Yes,"₹ 3,977"
Platinum Suite KLCC,Deluxe Double Room,No,Yes,"₹ 6,719"
Expressionz Suites KL by Perfect Host,Deluxe Twin Room,Yes,No,"₹ 2,667"
J-Hotel by Dorsett,Superior Double or Twin Room,Yes,Yes,"₹ 3,471"
T-hotel Mont Kiara,Deluxe Double Room,No,Yes,"₹ 1,215"
Pacific Regency Hotel Suites,Premier Deluxe King Suite,No,Yes,"₹ 5,230"
Societe Suite Hartamas,Deluxe King Studio,No,Yes,"₹ 2,988"
PARKROYAL COLLECTION Kuala Lumpur,Urban Deluxe King,No,Yes,"₹ 7,967"
Sunway Resort Hotel,Staycation - Deluxe Room,No,No,"₹ 12,537"
Katel Kuala Lumpur formally known as K Hotel,Standard Double Room (no window),No,Yes,"₹ 2,507"
Excellent Serviced Suite BTS,Deluxe Studio,No,Yes,"₹ 4,764"
Dua Sentral Kuala Lumpur by Five Senses,Queen Studio,No,Yes,"₹ 2,590"
T SIGNATURE HOTEL KL,Deluxe Queen Room,No,Yes,"₹ 1,562"
Hotel VGO,Double Room with Private Bathroom,No,Yes,"₹ 2,256"
WOLO Kuala Lumpur,Copper King without window,No,Yes,"₹ 5,317"
Flora by Crossroads Hotel,Standard Double Room,No,Yes,"₹ 1,941"
Impiana KLCC Hotel,Deluxe Twin Room - Room Only,Yes,No,"₹ 8,839"
Hotel Summer View,Standard King Room,No,Yes,"₹ 2,582"
EQ Kuala Lumpur,Deluxe King Room,No,Yes,"₹ 15,448"
Ceylonz KLCC by Gsuites,Double Room with Extra Bed,No,Yes,"₹ 3,449"
Swing & Pillows - Adya Hotel Kuala Lumpur,Standard Queen Room,No,Yes,"₹ 1,475"
Arte Mont Kiara,One Bedroom Suite,No,Yes,"₹ 2,191"
Hotel Aman Kuala Lumpur,Superior King Room - No Window,No,Yes,"₹ 2,361"
Arte Mont Kiara by Autumn Suites Premium Stay,Presidential Suite,No,Yes,"₹ 1,623"
Robertson by JR' Homes,Apartment with Pool View,No,Yes,"₹ 4,382"
Soho Suites KLCC by B&B,Two-Bedroom Apartment,No,Yes,"₹ 5,923"
Hotel Maluri,Deluxe King Room,No,Yes,"₹ 2,065"
Summer Suites Klcc Holiday Homes,Deluxe Family Room,Yes,Yes,"₹ 3,471"
Aloft Kuala Lumpur Sentral,"2 Queen Beds, Room",Yes,No,"₹ 9,720"
"The Pano @ Jalan Ipoh, Sentul Kuala Lumpur",Suite with City View,No,Yes,"₹ 1,662"
"Capri by Fraser, Bukit Bintang",Studio Deluxe King,No,Yes,"₹ 6,249"
Springz Hotel-Bukit Jalil,Superior Queen Room,No,Yes,"₹ 1,856"
i-Hotel Kuala Lumpur,Standard Double Room,No,Yes,"₹ 1,489"
Dingdong Homes Hotel,Twin Room with Private Bathroom,Yes,No,"₹ 1,120"
Citin Hotel Masjid Jamek by Compass Hospitality,Superior Queen (No Window),No,Yes,"₹ 1,070"
AXON RESIDENCES AT BUKIT BINTANG KUALA LAMPUR,Standard Studio,No,Yes,"₹ 5,226"
Hotel Raja Bot,Standard Double,No,Yes,"₹ 1,055"
Asia Like Boutique Hotel,Standard Queen (No Window),No,Yes,"₹ 1,680"
Millerz Square Mana-Mana Suite,1 Bedroom Suite,No,Yes,"₹ 2,464"
Ahyu Hotel,Standard King Room (No Window),No,Yes,"₹ 1,890"
188 suites klcc by Signature Apartment,Two-Bedroom Apartment,Yes,Yes,"₹ 4,544"
Dolphin The Eaton KLCC Kuala Lumpur,Deluxe Queen Suite,No,Yes,"₹ 4,301"
Scarletz Suites KLCC by Mykey Global,Deluxe Studio,No,Yes,"₹ 3,508"
De Elements Business Hotel KL,Superior Double Room,No,Yes,"₹ 1,946"
Taragon Residences,Studio Apartment,No,Yes,"₹ 2,191"
H Boutique Hotel Xplorer Loke Yew,Superior Queen Room,No,Yes,"₹ 1,947"
Pavilion Hotel Kuala Lumpur Managed by Banyan Tree,City Oasis King,No,Yes,"₹ 10,067"
Smile Hotel Cheras Sri Permaisuri,Double Room,No,Yes,"₹ 1,892"
Chaos Hotel Kuala Lumpur,Standard Queen Room No Window,No,Yes,"₹ 2,752"
Super OYO Capital O 90125 Hotel Grand Orchard,Deluxe Double Room,No,Yes,"₹ 1,484"
Arte Mont Kiara,Two-Bedroom Apartment,Yes,Yes,"₹ 4,738"
Ceylonz Starlight Suites Bukit Bintang,Designer Twin Studio,Yes,No,"₹ 3,418"
Soho Suites KLCC by Angel,Two-Bedroom Apartment,No,Yes,"₹ 4,358"
Sheraton Imperial Kuala Lumpur Hotel,"1 King Bed, City View, Room",No,Yes,"₹ 5,728"
Yu Hotel Chinatown,Standard Queen Room,No,Yes,"₹ 2,185"
East Riverine Boutique Hotel,Deluxe Queen Room,No,Yes,"₹ 1,461"
Tropicana The Residences KLCC by Vale Pine,1 Bedroom Scenic Suite,No,Yes,"₹ 5,930"
Silka Maytower Kuala Lumpur,Deluxe Premier,No,No,"₹ 3,619"
Palace Hotel,Superior Twin Room,Yes,No,"₹ 2,028"
HOTEL 28 RAPID,Superior Queen Room,No,Yes,"₹ 2,126"
KL Dua Sentral Dreamy Stay Studio,Deluxe Apartment,No,Yes,"₹ 3,083"
Anggun Suites KLCC,One-Bedroom Suite,No,Yes,"₹ 3,926"
Swiss Hotel Kuala Lumpur,Standard Queen Room,No,Yes,"₹ 1,641"
Bitz Bintang Hotel,Deluxe Queen Room,No,Yes,"₹ 1,718"
Hotel Caliber,Superior Double Room,Yes,Yes,"₹ 1,946"
Hotel Maya Kuala Lumpur,Deluxe Room,No,No,"₹ 5,710"
"Bpod at Pudu, near Southgate",Standard Twin Room,Yes,No,"₹ 1,396"
Frenz Hotel Kuala Lumpur,Superior Double Room No Window,No,Yes,"₹ 1,811"
Damas Suites & Residences Kuala Lumpur,Deluxe Studio,Yes,No,"₹ 2,921"
EkoCheras Suite by MOKA,Studio,Yes,No,"₹ 3,035"
Hotel Royal Signature,Deluxe Room with Breakfast,Yes,Yes,"₹ 6,517"
Cormar Suites,Studio Apartment,No,Yes,"₹ 5,570"
RS Suites In Bukit Bintang,Studio with Balcony,No,Yes,"₹ 6,670"
Cubic Botanical Suites Bangsar South by HomeBrickz,Deluxe King Studio,No,Yes,"₹ 1,577"
Prime Suites at Times Square,Superior Studio,No,Yes,"₹ 3,503"
Stay @ NOVO Ampang,Deluxe Queen Studio,No,Yes,"₹ 4,674"
Crystal Garden Hotel (Tasik Selatan),Standard Twin Room,Yes,No,"₹ 1,562"
"Traders Hotel, Kuala Lumpur",Deluxe Twin Towers View Room,No,Yes,"₹ 9,998"
Hotel 1000 Miles,Standard Twin Room (Bunk Bed) With Windows,No,No,"₹ 1,446"
"Datum Jelatek Sky Residence Kuala Lumpur, Roam",Presidential Suite,No,Yes,"₹ 4,090"
Hotel Mezzo,Standard Queen Room,No,Yes,"₹ 1,687"
THE FACE Style,Superior King,No,Yes,"₹ 5,052"
Ceylonz Suites by MyKey Global,Designer Twin Studio,Yes,No,"₹ 3,418"
Shangri-La Kuala Lumpur,Deluxe King Room,No,Yes,"₹ 9,199"
DUTA HOTEL,Queen Room,No,Yes,"₹ 1,665"
LUXE Residences by WSD,Superior King Suite,No,Yes,"₹ 1,936"
SKY SUITE KLCC KAZA HOME,Three-Bedroom Suite,No,Yes,"₹ 4,617"
ACES Hotel Kuala Lumpur,Superior Double or Twin Room,Yes,Yes,"₹ 1,899"
The Signature Hotel & Serviced Suites Kuala Lumpur,Queen Studio,No,Yes,"₹ 3,392"
Imperial Regency Suites & Hotel Petaling Jaya,Deluxe King Room,No,Yes,"₹ 3,783"
The 5 Elements Hotel Chinatown Kuala Lumpur,Superior Twin Room,Yes,No,"₹ 2,367"
Sentral Suites KualaLumpur,Deluxe King Studio,No,Yes,"₹ 2,755"
Hotel Pudu Plaza Kuala Lumpur,Standard Room without Window,No,No,"₹ 1,929"
SEASON POINT HOTEL,Standard Double Room,No,Yes,"₹ 2,282"
Pan Pacific Serviced Suites Kuala Lumpur,One Bedroom Suite,No,Yes,"₹ 9,828"
1 BBCC @ Lucentia KL,Studio,No,Yes,"₹ 5,684"
Anggun KLCC Kuala Lumpur by Homesphere,One-Bedroom Suite,No,Yes,"₹ 5,161"
"Shoppingmall condo sri petaling, Near Bukit jalil 1",Apartment with Pool View,Yes,Yes,"₹ 4,471"
The Platinum KLCC By Sky Pool,One-Bedroom Suite with View,No,Yes,"₹ 4,531"
Seeds Hotel Ampang Point,Deluxe Room,No,Yes,"₹ 1,822"
Lucentia Residences BBCC at Lalaport Kuala Lumpur by Veedu Hauz,One-Bedroom Apartment,No,Yes,"₹ 3,226"
Vivids Hotel,Signature Queen Room,No,Yes,"₹ 1,475"
Hotel 99 Sri Petaling (Bukit Jalil),Standard Queen Room,No,Yes,"₹ 2,272"
My Hotel @ KL Sentral,Standard Double Room,No,Yes,"₹ 1,829"
The Axon Bukit Bintang by SMOVF BNB,Apartment,No,Yes,"₹ 2,921"
77 Boutique Hotel,Deluxe King Room (No Window),No,Yes,"₹ 2,204"
M&M Hotel,Superior Double Room,No,Yes,"₹ 1,769"
THE FACE Suites,Deluxe One-Bedroom Suite,No,Yes,"₹ 7,628"
ANSA Hotel Kuala Lumpur,ANSA Superior Queen Room,No,Yes,"₹ 5,288"
Hotel AL Amin,Standard Double Room with Shared Bathroom,No,Yes,"₹ 1,055"
Hotel New Winner,Double Room - No Window,No,Yes,"₹ 1,389"
Alia KL Sentral,Standard Queen Room,No,Yes,"₹ 1,531"
Hotel Trillium,Double Room,No,Yes,"₹ 2,125"
The Platinum 2 Kuala Lumpur by LUMA,Deluxe King Bed Room,No,Yes,"₹ 3,749"
Mercu Summer Suites Bernice KLCC,Standard Studio,No,Yes,"₹ 2,921"
Metro Hotel Bukit Bintang,Triple Room,Yes,Yes,"₹ 4,220"
Robertson PanoramaKL Suites,Apartment with Pool View,No,Yes,"₹ 4,339"
OYO 552 Hotel Kl Centre Point,Standard Double Room,No,Yes,"₹ 1,364"
Lotus Hotel Masjid India,Standard Double Room,No,Yes,"₹ 1,623"
Scarletz Suites KLCC by De Harlequins Guesthouse,Standard Suite,No,Yes,"₹ 1,696"
Euro Life Hotel @ KL Sentral,Deluxe Queen Room,No,Yes,"₹ 1,272"
Seeds Hotel Wangsa Maju,Double Room,No,Yes,"₹ 1,769"
Hotel Sentral Pudu @ City Centre / Bukit Bintang,Standard Double Room,No,Yes,"₹ 1,727"
REGALPARK Hotel Kuala Lumpur,King Room,No,Yes,"₹ 2,293"
INNSiDE by Meliá Kuala Lumpur,The Innside Room,Yes,Yes,"₹ 3,714"
Studio with balcony,Suite,No,Yes,"₹ 2,337"
T-Hotel Bukit Bintang,Standard Queen Room,No,Yes,"₹ 1,680"
Star Grand Suites KLCC,Superior Suite,No,Yes,"₹ 4,671"
Ceria Hotel,Standard Double Room,No,Yes,"₹ 1,589"
Hotel Ambassador @ Bukit Bintang,Standard Queen Room,No,Yes,"₹ 1,953"
Banyan Tree Kuala Lumpur,Banyan Retreat King,No,Yes,"₹ 18,746"
Societe Suites by Lyfehaus,Deluxe Studio,No,Yes,"₹ 4,820"
Smile Hotel KL Pekeliling Sentul,Double Room,No,Yes,"₹ 1,545"
Eaton Suites KLCC by QC,One-Bedroom Apartment,No,Yes,"₹ 8,244"
PLATINUM Dream Suites,Deluxe Studio,No,Yes,"₹ 3,067"
Bukit Bintang KLCC Binjai 8 Premium Soho Apartment by Sarah's Lodge,Two-Bedroom Apartment,No,Yes,"₹ 4,512"
Meta Hotel,Deluxe Queen Room,No,Yes,"₹ 1,446"
Continew Residensi by Airhost,Two-Bedroom Apartment,No,Yes,"₹ 3,927"
Vortex Suites at KLCC Area,One-Bedroom Apartment with City View,No,Yes,"₹ 7,811"
Zetter Suite Arte Mont Kiara,2 Bedroom Suite,Yes,Yes,"₹ 4,386"
Times Square Kuala Lumpur JN,Superior Apartment,Yes,Yes,"₹ 2,484"
TRILLION SUITES by SLG,1 Bedroom Deluxe,No,Yes,"₹ 6,485"
Suasana Suites Bukit Ceylon,Suasana Premium One-Bedroom Suite,No,Yes,"₹ 7,196"
M Design Hotel @ Shamelin Perkasa,Deluxe King Room,No,Yes,"₹ 2,191"
Millerz Square by Mykey Global,1 Bedroom Suites,No,Yes,"₹ 2,793"
Lanson Place Bukit Ceylon,1-Bedroom Residensi,No,Yes,"₹ 7,108"
Wedgewood Residences,One-Bedroom Suite,No,Yes,"₹ 5,474"
The Pearl Kuala Lumpur,Deluxe King Room,No,Yes,"₹ 6,492"
Swiss-Garden Hotel Bukit Bintang Kuala Lumpur,Deluxe King Room,No,Yes,"₹ 5,550"
Tian Jing Hotel,Double Room with Garden View,No,Yes,"₹ 4,894"
KL CITY CENTER,One-Bedroom Apartment,No,Yes,"₹ 5,164"
Avenue Serviced Suite KL,Apartment,No,Yes,"₹ 4,861"
The Kuala Lumpur Journal Hotel,Deluxe King Room,No,Yes,"₹ 4,313"
MPalace Hotel KL,Superior Double – No Window,No,Yes,"₹ 2,788"
Aster+ Hotel Bukit Jalil,Standard Double or Twin Room,Yes,No,"₹ 2,004"
SPOT ON 90137 Casavilla Hotel Pudu,Standard Double Room,No,Yes,₹ 910
Raintree Hotel,Standard Queen Room without Window,No,Yes,"₹ 1,298"
Ceylonz KLCC by Mana-Mana,Muji Zen Queen room,No,Yes,"₹ 2,688"
NO.8 Times Suites,Two-Bedroom Apartment,Yes,Yes,"₹ 4,901"
Element Kuala Lumpur,Studio Twin,Yes,No,"₹ 6,943"
IDEAS Kuala Lumpur,Signature Double or Twin,No,No,"₹ 4,339"
"Signature Hotel China Town, Puduraya",Deluxe Queen Room,No,Yes,"₹ 1,909"
Hotel Majestic 13,Standard Twin Room,Yes,No,"₹ 3,037"
SCC Gateway Chinatown Hotel,Standard Twin Room,Yes,No,"₹ 1,389"
Premier Suites at STAR,Deluxe Queen Suite,No,Yes,"₹ 5,521"
Welcome Home @Reizz Residence,Two-Bedroom Apartment,No,Yes,"₹ 3,505"
Tamu Hotel & Suites Kuala Lumpur,Standard Double Room,No,Yes,"₹ 4,820"
Smile Hotel Wangsa Maju,Standard Double Room,No,Yes,"₹ 1,684"
Sofitel Kuala Lumpur Damansara,Luxury King Room,No,Yes,"₹ 10,779"
KL CITY CENTER,One-Bedroom Apartment,No,Yes,"₹ 5,164"
Bpod near Dataran Merdeka/Masjid Jamek LRT,Standard Queen Room,No,Yes,"₹ 1,558"
OYO 90693 Sri Rampai Hotel,Standard Queen Room,No,Yes,"₹ 1,041"
"Flamingo Hotel By The Lake, Kuala Lumpur",Superior Room,Yes,Yes,"₹ 4,220"
Tropicana Residence Klcc @ Roof Top Swimming Pool,One-Bedroom Apartment,No,Yes,"₹ 4,616"
"Four Points by Sheraton Kuala Lumpur, Chinatown",Deluxe King Room,No,Yes,"₹ 5,888"
Oasia Suites Kuala Lumpur by Far East Hospitality,Superior King Room,No,Yes,"₹ 4,124"
Smile Hotel Cheras Taman Segar,Double Room,No,Yes,"₹ 1,718"
Hotel 28 Chow Kit Kuala Lumpur,Superior Queen Room,No,Yes,"₹ 1,762"
Izumi Hotel Bukit Bintang Kuala Lumpur,Standard Room (Windowless),No,Yes,"₹ 2,543"
Aurora Pavilion Bukit Jalil by Ody Suites,Standard Triple Studio,Yes,Yes,"₹ 3,895"
